    1    1.786172E+03   5.951525E+01   5.951525E+01   1.000000E+06    650    699
    2    1.939298E+03   6.685325E+01   6.685325E+01   1.000000E+06    700    749
    3    2.426356E+03   6.724793E+01   6.724793E+01   1.000000E+06    750    799
    4    2.577068E+03   6.830775E+01   6.830775E+01   1.000000E+06    800    849
    5    2.162306E+03   5.382037E+01   5.382037E+01   1.000000E+06    850    899
    6    1.588803E+03   3.903856E+01   3.903856E+01   1.000000E+06    900    949
    7    1.144298E+03   2.963333E+01   2.963333E+01   1.000000E+06    950    999
    8    1.067991E+03   2.716739E+01   2.716739E+01   1.000000E+06   1000   1049
    9    1.215739E+03   2.850331E+01   2.850331E+01   1.000000E+06   1050   1099
   10    1.193834E+03   2.906297E+01   2.906297E+01   1.000000E+06   1100   1149
   11    1.141060E+03   2.976236E+01   2.976236E+01   1.000000E+06   1150   1199
   12    9.247548E+02   2.305154E+01   2.305154E+01   1.000000E+06   1200   1249
   13    7.716657E+02   1.788833E+01   1.788833E+01   1.000000E+06   1250   1299
   14    7.230958E+02   1.768979E+01   1.768979E+01   1.000000E+06   1300   1349
   15    7.545911E+02   1.659046E+01   1.659046E+01   1.000000E+06   1350   1399
   16    8.473374E+02   1.703286E+01   1.703286E+01   1.000000E+06   1400   1449
   17    7.186537E+02   1.380930E+01   1.380930E+01   1.000000E+06   1450   1499
   18    6.249940E+02   1.132817E+01   1.132817E+01   1.000000E+06   1500   1549
   19    4.681143E+02   1.015484E+01   1.015484E+01   1.000000E+06   1550   1599
   20    3.956607E+02   7.852564E+00   7.852564E+00   1.000000E+06   1600   1649
   21    3.907175E+02   7.041241E+00   7.041241E+00   1.000000E+06   1650   1699
   22    3.966314E+02   6.895153E+00   6.895153E+00   1.000000E+06   1700   1749
   23    3.907311E+02   6.890591E+00   6.890591E+00   1.000000E+06   1750   1799
   24    3.367404E+02   6.160818E+00   6.160818E+00   1.000000E+06   1800   1849
   25    2.760995E+02   5.203863E+00   5.203863E+00   1.000000E+06   1850   1899
   26    2.382256E+02   4.461539E+00   4.461539E+00   1.000000E+06   1900   1949
   27    2.427527E+02   4.643016E+00   4.643016E+00   1.000000E+06   1950   1999
   28    2.457786E+02   4.854610E+00   4.854610E+00   1.000000E+06   2000   2049
   29    2.299462E+02   4.467238E+00   4.467238E+00   1.000000E+06   2050   2099
   30    1.941700E+02   3.835840E+00   3.835840E+00   1.000000E+06   2100   2149
   31    1.705598E+02   3.362050E+00   3.362050E+00   1.000000E+06   2150   2199
   32    1.405483E+02   2.785863E+00   2.785863E+00   1.000000E+06   2200   2249
   33    1.349960E+02   2.638511E+00   2.638511E+00   1.000000E+06   2250   2299
   34    1.282514E+02   2.447425E+00   2.447425E+00   1.000000E+06   2300   2349
   35    1.247996E+02   2.687040E+00   2.687040E+00   1.000000E+06   2350   2399
   36    1.158370E+02   2.226415E+00   2.226415E+00   1.000000E+06   2400   2449
   37    1.007054E+02   2.214443E+00   2.214443E+00   1.000000E+06   2450   2499
   38    9.670258E+01   2.270550E+00   2.270550E+00   1.000000E+06   2500   2549
   39    8.325798E+01   1.988803E+00   1.988803E+00   1.000000E+06   2550   2599
   40    8.570896E+01   1.795650E+00   1.795650E+00   1.000000E+06   2600   2649
   41    8.386685E+01   1.861084E+00   1.861084E+00   1.000000E+06   2650   2699
   42    7.635455E+01   1.821204E+00   1.821204E+00   1.000000E+06   2700   2749
   43    7.165427E+01   1.810876E+00   1.810876E+00   1.000000E+06   2750   2799
   44    6.290060E+01   1.730154E+00   1.730154E+00   1.000000E+06   2800   2849
   45    5.761911E+01   1.620370E+00   1.620370E+00   1.000000E+06   2850   2899
   46    5.763070E+01   1.578650E+00   1.578650E+00   1.000000E+06   2900   2949
   47    5.662964E+01   1.610927E+00   1.610927E+00   1.000000E+06   2950   2999
